title,authors,gutenberg_id,sitelinks,missing_language,language_marc,speakers_millions,opportunity_score
Great Expectations,Charles Dickens,1400,69,Lingala,lin,20.0,10.952
The Jungle Book,,236,69,Lingala,lin,20.0,10.952
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Azerbaijani,aze,23.0,10.952
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Amharic,amh,21.9,10.95
United States Bill of Rights,,2,63,Amharic,amh,21.9,10.95
Ulysses,James Joyce,4300,83,Khmer,khm,16.6,10.935
Sense and Sensibility,Jane Austen,161,56,Sindhi,snd,24.6,10.933
Treasure Island,Robert Louis Stevenson,120,85,Somali,som,16.2,10.929
Robinson Crusoe,Daniel Defoe,12623,98,Tajik,tgk,14.0,10.889
The Adventures of Tom Sawyer,Mark Twain,74,76,Malagasy,mlg,18.0,10.857
A Tale of Two Cities,Charles Dickens,98,65,Kurdish,kur,21.0,10.833
The Picture of Dorian Gray,Oscar Wilde,4078,82,Khmer,khm,16.6,10.803
Book of Mormon,Joseph Smith; Mormon,17,126,Kirundi,run,10.8,10.8
The Great Gatsby,F. Scott Fitzgerald,64317,84,Somali,som,16.2,10.8
Sense and Sensibility,Jane Austen,161,56,Romanian,rum,24.3,10.8
Treasure Island,Robert Louis Stevenson,120,85,Zhuang,zha,16.0,10.794
Treasure Island,Robert Louis Stevenson,120,85,Turkmen,tuk,16.0,10.794
The Merchant of Venice,William Shakespeare,2243,68,Lingala,lin,20.0,10.794
David Copperfield,Charles Dickens,766,68,Lingala,lin,20.0,10.794
Critique of Pure Reason,Immanuel Kant,4280,59,Azerbaijani,aze,23.0,10.77
Leviathan,Thomas Hobbes,3207,59,Azerbaijani,aze,23.0,10.77
A Christmas Carol,Charles Dickens,46,75,Malagasy,mlg,18.0,10.714
Dracula,Bram Stoker,345,75,Malagasy,mlg,18.0,10.714
Book of Mormon,Joseph Smith; Mormon,17,126,Czech,ces,10.7,10.7
A Tale of Two Cities,Charles Dickens,98,65,Thai,tha,20.7,10.679
Oliver Twist,Charles Dickens,56586,83,Somali,som,16.2,10.671
Ulysses,James Joyce,4300,83,Somali,som,16.2,10.671
The Great Gatsby,F. Scott Fitzgerald,64317,84,Zhuang,zha,16.0,10.667
The Great Gatsby,F. Scott Fitzgerald,64317,84,Turkmen,tuk,16.0,10.667
A Journey to the Centre of the Earth,Jules Verne,18857,64,Kurdish,kur,21.0,10.667
Sense and Sensibility,Jane Austen,161,56,Oromo,orm,24.0,10.667
Sense and Sensibility,Jane Austen,161,56,Fula,ful,24.0,10.667
Treasure Island,Robert Louis Stevenson,120,85,Nepali,nep,15.8,10.659
A Study in Scarlet,Arthur Conan Doyle,244,61,Amharic,amh,21.9,10.602
Through the Looking-Glass,Lewis Carroll,12,61,Amharic,amh,21.9,10.602
The Picture of Dorian Gray,Oscar Wilde,4078,82,Somali,som,16.2,10.543
Oliver Twist,Charles Dickens,56586,83,Zhuang,zha,16.0,10.54
Oliver Twist,Charles Dickens,56586,83,Turkmen,tuk,16.0,10.54
Ulysses,James Joyce,4300,83,Zhuang,zha,16.0,10.54
Ulysses,James Joyce,4300,83,Turkmen,tuk,16.0,10.54
The Great Gatsby,F. Scott Fitzgerald,64317,84,Nepali,nep,15.8,10.533
A Journey to the Centre of the Earth,Jules Verne,18857,64,Thai,tha,20.7,10.514
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Kurdish,kur,21.0,10.5
United States Bill of Rights,,2,63,Kurdish,kur,21.0,10.5
Sense and Sensibility,Jane Austen,161,56,Tagalog,tgl,23.6,10.489
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Amharic,amh,21.9,10.429
The Picture of Dorian Gray,Oscar Wilde,4078,82,Zhuang,zha,16.0,10.413
The Picture of Dorian Gray,Oscar Wilde,4078,82,Turkmen,tuk,16.0,10.413
Oliver Twist,Charles Dickens,56586,83,Nepali,nep,15.8,10.408
Ulysses,James Joyce,4300,83,Nepali,nep,15.8,10.408
Great Expectations,Charles Dickens,1400,69,Serbo-Croatian,sh,19.0,10.405
The Jungle Book,,236,69,Serbo-Croatian,sh,19.0,10.405
Book of Mormon,Joseph Smith; Mormon,17,126,Uyghur,uig,10.4,10.4
Treasure Island,Robert Louis Stevenson,120,85,Swahili,swa,15.4,10.389
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Thai,tha,20.7,10.35
United States Bill of Rights,,2,63,Thai,tha,20.7,10.35
The Call of the Wild,Jack London,215,53,Sindhi,snd,24.6,10.348
Treasure Island,Robert Louis Stevenson,120,85,Sinhala,sin,15.3,10.321
Treasure Island,Robert Louis Stevenson,120,85,Assamese,asm,15.3,10.321
A Tale of Two Cities,Charles Dickens,98,65,Lingala,lin,20.0,10.317
Book of Mormon,Joseph Smith; Mormon,17,126,Afrikaans,afr,10.3,10.3
The Picture of Dorian Gray,Oscar Wilde,4078,82,Nepali,nep,15.8,10.283
The Great Gatsby,F. Scott Fitzgerald,64317,84,Swahili,swa,15.4,10.267
Critique of Pure Reason,Immanuel Kant,4280,59,Amharic,amh,21.9,10.255
Leviathan,Thomas Hobbes,3207,59,Amharic,amh,21.9,10.255
The Merchant of Venice,William Shakespeare,2243,68,Serbo-Croatian,sh,19.0,10.254
David Copperfield,Charles Dickens,766,68,Serbo-Croatian,sh,19.0,10.254
Sense and Sensibility,Jane Austen,161,56,Azerbaijani,aze,23.0,10.222
The Call of the Wild,Jack London,215,53,Romanian,rum,24.3,10.221
Pride and Prejudice,Jane Austen,1342,99,Tsonga,tso,13.0,10.214
The Great Gatsby,F. Scott Fitzgerald,64317,84,Sinhala,sin,15.3,10.2
The Great Gatsby,F. Scott Fitzgerald,64317,84,Assamese,asm,15.3,10.2
A Study in Scarlet,Arthur Conan Doyle,244,61,Kurdish,kur,21.0,10.167
Through the Looking-Glass,Lewis Carroll,12,61,Kurdish,kur,21.0,10.167
A Journey to the Centre of the Earth,Jules Verne,18857,64,Lingala,lin,20.0,10.159
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Sindhi,snd,24.6,10.152
The Last of the Mohicans,James Fenimore Cooper,940,52,Sindhi,snd,24.6,10.152
Little Women,Louisa May Alcott,514,52,Sindhi,snd,24.6,10.152
Oliver Twist,Charles Dickens,56586,83,Swahili,swa,15.4,10.144
Ulysses,James Joyce,4300,83,Swahili,swa,15.4,10.144
Pride and Prejudice,Jane Austen,1342,99,Kazakh,kaz,12.9,10.136
Treasure Island,Robert Louis Stevenson,120,85,Modern Greek,ell,15.0,10.119
Treasure Island,Robert Louis Stevenson,120,85,Kanuri,kau,15.0,10.119
Robinson Crusoe,Daniel Defoe,12623,98,Tsonga,tso,13.0,10.111
The Call of the Wild,Jack London,215,53,Oromo,orm,24.0,10.095
The Call of the Wild,Jack London,215,53,Fula,ful,24.0,10.095
Oliver Twist,Charles Dickens,56586,83,Sinhala,sin,15.3,10.079
Oliver Twist,Charles Dickens,56586,83,Assamese,asm,15.3,10.079
Ulysses,James Joyce,4300,83,Sinhala,sin,15.3,10.079
Ulysses,James Joyce,4300,83,Assamese,asm,15.3,10.079
Robinson Crusoe,Daniel Defoe,12623,98,Kazakh,kaz,12.9,10.033
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Romanian,rum,24.3,10.029
The Last of the Mohicans,James Fenimore Cooper,940,52,Romanian,rum,24.3,10.029
Little Women,Louisa May Alcott,514,52,Romanian,rum,24.3,10.029
The Picture of Dorian Gray,Oscar Wilde,4078,82,Swahili,swa,15.4,10.022
A Study in Scarlet,Arthur Conan Doyle,244,61,Thai,tha,20.7,10.021
Through the Looking-Glass,Lewis Carroll,12,61,Thai,tha,20.7,10.021
The Adventures of Tom Sawyer,Mark Twain,74,76,Khmer,khm,16.6,10.013
The Great Gatsby,F. Scott Fitzgerald,64317,84,Modern Greek,ell,15.0,10.0
The Great Gatsby,F. Scott Fitzgerald,64317,84,Kanuri,kau,15.0,10.0
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Lingala,lin,20.0,10.0
United States Bill of Rights,,2,63,Lingala,lin,20.0,10.0
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Kurdish,kur,21.0,10.0
The Picture of Dorian Gray,Oscar Wilde,4078,82,Sinhala,sin,15.3,9.957
The Picture of Dorian Gray,Oscar Wilde,4078,82,Assamese,asm,15.3,9.957
The Call of the Wild,Jack London,215,53,Tagalog,tgl,23.6,9.927
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Oromo,orm,24.0,9.905
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Fula,ful,24.0,9.905
The Last of the Mohicans,James Fenimore Cooper,940,52,Oromo,orm,24.0,9.905
The Last of the Mohicans,James Fenimore Cooper,940,52,Fula,ful,24.0,9.905
Little Women,Louisa May Alcott,514,52,Oromo,orm,24.0,9.905
Little Women,Louisa May Alcott,514,52,Fula,ful,24.0,9.905
Oliver Twist,Charles Dickens,56586,83,Modern Greek,ell,15.0,9.881
Oliver Twist,Charles Dickens,56586,83,Kanuri,kau,15.0,9.881
Ulysses,James Joyce,4300,83,Modern Greek,ell,15.0,9.881
Ulysses,James Joyce,4300,83,Kanuri,kau,15.0,9.881
A Christmas Carol,Charles Dickens,46,75,Khmer,khm,16.6,9.881
Dracula,Bram Stoker,345,75,Khmer,khm,16.6,9.881
Great Expectations,Charles Dickens,1400,69,Malagasy,mlg,18.0,9.857
The Jungle Book,,236,69,Malagasy,mlg,18.0,9.857
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Thai,tha,20.7,9.857
Critique of Pure Reason,Immanuel Kant,4280,59,Kurdish,kur,21.0,9.833
Leviathan,Thomas Hobbes,3207,59,Kurdish,kur,21.0,9.833
A Tale of Two Cities,Charles Dickens,98,65,Serbo-Croatian,sh,19.0,9.802
Robinson Crusoe,Daniel Defoe,12623,98,Hungarian,hun,12.6,9.8
The Adventures of Tom Sawyer,Mark Twain,74,76,Somali,som,16.2,9.771
The Picture of Dorian Gray,Oscar Wilde,4078,82,Modern Greek,ell,15.0,9.762
The Picture of Dorian Gray,Oscar Wilde,4078,82,Kanuri,kau,15.0,9.762
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Tagalog,tgl,23.6,9.74
The Last of the Mohicans,James Fenimore Cooper,940,52,Tagalog,tgl,23.6,9.74
Little Women,Louisa May Alcott,514,52,Tagalog,tgl,23.6,9.74
Sense and Sensibility,Jane Austen,161,56,Amharic,amh,21.9,9.733
The Merchant of Venice,William Shakespeare,2243,68,Malagasy,mlg,18.0,9.714
David Copperfield,Charles Dickens,766,68,Malagasy,mlg,18.0,9.714
Critique of Pure Reason,Immanuel Kant,4280,59,Thai,tha,20.7,9.693
Leviathan,Thomas Hobbes,3207,59,Thai,tha,20.7,9.693
A Study in Scarlet,Arthur Conan Doyle,244,61,Lingala,lin,20.0,9.683
Through the Looking-Glass,Lewis Carroll,12,61,Lingala,lin,20.0,9.683
The Call of the Wild,Jack London,215,53,Azerbaijani,aze,23.0,9.675
The Adventures of Tom Sawyer,Mark Twain,74,76,Zhuang,zha,16.0,9.651
The Adventures of Tom Sawyer,Mark Twain,74,76,Turkmen,tuk,16.0,9.651
A Journey to the Centre of the Earth,Jules Verne,18857,64,Serbo-Croatian,sh,19.0,9.651
A Christmas Carol,Charles Dickens,46,75,Somali,som,16.2,9.643
Dracula,Bram Stoker,345,75,Somali,som,16.2,9.643
Book of Mormon,Joseph Smith; Mormon,17,126,Haitian Creole,hat,9.6,9.6
The Adventures of Tom Sawyer,Mark Twain,74,76,Nepali,nep,15.8,9.53
A Christmas Carol,Charles Dickens,46,75,Zhuang,zha,16.0,9.524
A Christmas Carol,Charles Dickens,46,75,Turkmen,tuk,16.0,9.524
Dracula,Bram Stoker,345,75,Zhuang,zha,16.0,9.524
Dracula,Bram Stoker,345,75,Turkmen,tuk,16.0,9.524
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Lingala,lin,20.0,9.524
Pride and Prejudice,Jane Austen,1342,99,Zulu,zul,12.1,9.507
Pride and Prejudice,Jane Austen,1342,99,Kinyarwanda,kin,12.1,9.507
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Serbo-Croatian,sh,19.0,9.5
United States Bill of Rights,,2,63,Serbo-Croatian,sh,19.0,9.5
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Azerbaijani,aze,23.0,9.492
The Last of the Mohicans,James Fenimore Cooper,940,52,Azerbaijani,aze,23.0,9.492
Little Women,Louisa May Alcott,514,52,Azerbaijani,aze,23.0,9.492
Treasure Island,Robert Louis Stevenson,120,85,Tajik,tgk,14.0,9.444
Pride and Prejudice,Jane Austen,1342,99,Chewa,nya,12.0,9.429
Robinson Crusoe,Daniel Defoe,12623,98,Zulu,zul,12.1,9.411
Robinson Crusoe,Daniel Defoe,12623,98,Kinyarwanda,kin,12.1,9.411
A Christmas Carol,Charles Dickens,46,75,Nepali,nep,15.8,9.405
Dracula,Bram Stoker,345,75,Nepali,nep,15.8,9.405
Critique of Pure Reason,Immanuel Kant,4280,59,Lingala,lin,20.0,9.365
Leviathan,Thomas Hobbes,3207,59,Lingala,lin,20.0,9.365
Robinson Crusoe,Daniel Defoe,12623,98,Chewa,nya,12.0,9.333
The Great Gatsby,F. Scott Fitzgerald,64317,84,Tajik,tgk,14.0,9.333
Sense and Sensibility,Jane Austen,161,56,Kurdish,kur,21.0,9.333
Book of Mormon,Joseph Smith; Mormon,17,126,Hebrew,heb,9.3,9.3
The Adventures of Tom Sawyer,Mark Twain,74,76,Swahili,swa,15.4,9.289
A Tale of Two Cities,Charles Dickens,98,65,Malagasy,mlg,18.0,9.286
The Adventures of Tom Sawyer,Mark Twain,74,76,Sinhala,sin,15.3,9.229
The Adventures of Tom Sawyer,Mark Twain,74,76,Assamese,asm,15.3,9.229
Oliver Twist,Charles Dickens,56586,83,Tajik,tgk,14.0,9.222
Ulysses,James Joyce,4300,83,Tajik,tgk,14.0,9.222
The Call of the Wild,Jack London,215,53,Amharic,amh,21.9,9.212
Book of Mormon,Joseph Smith; Mormon,17,126,Swedish,swe,9.2,9.2
Sense and Sensibility,Jane Austen,161,56,Thai,tha,20.7,9.2
A Study in Scarlet,Arthur Conan Doyle,244,61,Serbo-Croatian,sh,19.0,9.198
Through the Looking-Glass,Lewis Carroll,12,61,Serbo-Croatian,sh,19.0,9.198
A Christmas Carol,Charles Dickens,46,75,Swahili,swa,15.4,9.167
Dracula,Bram Stoker,345,75,Swahili,swa,15.4,9.167
A Journey to the Centre of the Earth,Jules Verne,18857,64,Malagasy,mlg,18.0,9.143
The Picture of Dorian Gray,Oscar Wilde,4078,82,Tajik,tgk,14.0,9.111
A Christmas Carol,Charles Dickens,46,75,Sinhala,sin,15.3,9.107
A Christmas Carol,Charles Dickens,46,75,Assamese,asm,15.3,9.107
Dracula,Bram Stoker,345,75,Sinhala,sin,15.3,9.107
Dracula,Bram Stoker,345,75,Assamese,asm,15.3,9.107
Great Expectations,Charles Dickens,1400,69,Khmer,khm,16.6,9.09
The Jungle Book,,236,69,Khmer,khm,16.6,9.09
The Adventures of Tom Sawyer,Mark Twain,74,76,Modern Greek,ell,15.0,9.048
The Adventures of Tom Sawyer,Mark Twain,74,76,Kanuri,kau,15.0,9.048
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Serbo-Croatian,sh,19.0,9.048
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Amharic,amh,21.9,9.038
The Last of the Mohicans,James Fenimore Cooper,940,52,Amharic,amh,21.9,9.038
Little Women,Louisa May Alcott,514,52,Amharic,amh,21.9,9.038
Book of Mormon,Joseph Smith; Mormon,17,126,Bulgarian,bul,9.0,9.0
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Malagasy,mlg,18.0,9.0
United States Bill of Rights,,2,63,Malagasy,mlg,18.0,9.0
The Merchant of Venice,William Shakespeare,2243,68,Khmer,khm,16.6,8.959
David Copperfield,Charles Dickens,766,68,Khmer,khm,16.6,8.959
A Christmas Carol,Charles Dickens,46,75,Modern Greek,ell,15.0,8.929
A Christmas Carol,Charles Dickens,46,75,Kanuri,kau,15.0,8.929
Dracula,Bram Stoker,345,75,Modern Greek,ell,15.0,8.929
Dracula,Bram Stoker,345,75,Kanuri,kau,15.0,8.929
Book of Mormon,Joseph Smith; Mormon,17,126,Quechua,que,8.9,8.9
Critique of Pure Reason,Immanuel Kant,4280,59,Serbo-Croatian,sh,19.0,8.897
Leviathan,Thomas Hobbes,3207,59,Serbo-Croatian,sh,19.0,8.897
Sense and Sensibility,Jane Austen,161,56,Lingala,lin,20.0,8.889
Great Expectations,Charles Dickens,1400,69,Somali,som,16.2,8.871
The Jungle Book,,236,69,Somali,som,16.2,8.871
The Call of the Wild,Jack London,215,53,Kurdish,kur,21.0,8.833
Treasure Island,Robert Louis Stevenson,120,85,Tsonga,tso,13.0,8.77
Great Expectations,Charles Dickens,1400,69,Zhuang,zha,16.0,8.762
Great Expectations,Charles Dickens,1400,69,Turkmen,tuk,16.0,8.762
The Jungle Book,,236,69,Zhuang,zha,16.0,8.762
The Jungle Book,,236,69,Turkmen,tuk,16.0,8.762
The Merchant of Venice,William Shakespeare,2243,68,Somali,som,16.2,8.743
David Copperfield,Charles Dickens,766,68,Somali,som,16.2,8.743
A Study in Scarlet,Arthur Conan Doyle,244,61,Malagasy,mlg,18.0,8.714
Through the Looking-Glass,Lewis Carroll,12,61,Malagasy,mlg,18.0,8.714
The Call of the Wild,Jack London,215,53,Thai,tha,20.7,8.707
Treasure Island,Robert Louis Stevenson,120,85,Kazakh,kaz,12.9,8.702
The Great Gatsby,F. Scott Fitzgerald,64317,84,Tsonga,tso,13.0,8.667
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Kurdish,kur,21.0,8.667
The Last of the Mohicans,James Fenimore Cooper,940,52,Kurdish,kur,21.0,8.667
Little Women,Louisa May Alcott,514,52,Kurdish,kur,21.0,8.667
Great Expectations,Charles Dickens,1400,69,Nepali,nep,15.8,8.652
The Jungle Book,,236,69,Nepali,nep,15.8,8.652
Pride and Prejudice,Jane Austen,1342,99,Akan,aka,11.0,8.643
The Merchant of Venice,William Shakespeare,2243,68,Zhuang,zha,16.0,8.635
The Merchant of Venice,William Shakespeare,2243,68,Turkmen,tuk,16.0,8.635
David Copperfield,Charles Dickens,766,68,Zhuang,zha,16.0,8.635
David Copperfield,Charles Dickens,766,68,Turkmen,tuk,16.0,8.635
The Great Gatsby,F. Scott Fitzgerald,64317,84,Kazakh,kaz,12.9,8.6
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Malagasy,mlg,18.0,8.571
Oliver Twist,Charles Dickens,56586,83,Tsonga,tso,13.0,8.563
Ulysses,James Joyce,4300,83,Tsonga,tso,13.0,8.563
A Tale of Two Cities,Charles Dickens,98,65,Khmer,khm,16.6,8.563
Robinson Crusoe,Daniel Defoe,12623,98,Akan,aka,11.0,8.556
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Thai,tha,20.7,8.543
The Last of the Mohicans,James Fenimore Cooper,940,52,Thai,tha,20.7,8.543
Little Women,Louisa May Alcott,514,52,Thai,tha,20.7,8.543
The Merchant of Venice,William Shakespeare,2243,68,Nepali,nep,15.8,8.527
David Copperfield,Charles Dickens,766,68,Nepali,nep,15.8,8.527
Treasure Island,Robert Louis Stevenson,120,85,Hungarian,hun,12.6,8.5
Oliver Twist,Charles Dickens,56586,83,Kazakh,kaz,12.9,8.498
Ulysses,James Joyce,4300,83,Kazakh,kaz,12.9,8.498
Pride and Prejudice,Jane Austen,1342,99,Kirundi,run,10.8,8.486
The Picture of Dorian Gray,Oscar Wilde,4078,82,Tsonga,tso,13.0,8.46
The Adventures of Tom Sawyer,Mark Twain,74,76,Tajik,tgk,14.0,8.444
Sense and Sensibility,Jane Austen,161,56,Serbo-Croatian,sh,19.0,8.444
Great Expectations,Charles Dickens,1400,69,Swahili,swa,15.4,8.433
The Jungle Book,,236,69,Swahili,swa,15.4,8.433
A Journey to the Centre of the Earth,Jules Verne,18857,64,Khmer,khm,16.6,8.432
Critique of Pure Reason,Immanuel Kant,4280,59,Malagasy,mlg,18.0,8.429
Leviathan,Thomas Hobbes,3207,59,Malagasy,mlg,18.0,8.429
The Call of the Wild,Jack London,215,53,Lingala,lin,20.0,8.413
Robinson Crusoe,Daniel Defoe,12623,98,Kirundi,run,10.8,8.4
The Great Gatsby,F. Scott Fitzgerald,64317,84,Hungarian,hun,12.6,8.4
The Picture of Dorian Gray,Oscar Wilde,4078,82,Kazakh,kaz,12.9,8.395
Great Expectations,Charles Dickens,1400,69,Sinhala,sin,15.3,8.379
Great Expectations,Charles Dickens,1400,69,Assamese,asm,15.3,8.379
The Jungle Book,,236,69,Sinhala,sin,15.3,8.379
The Jungle Book,,236,69,Assamese,asm,15.3,8.379
A Tale of Two Cities,Charles Dickens,98,65,Somali,som,16.2,8.357
A Christmas Carol,Charles Dickens,46,75,Tajik,tgk,14.0,8.333
Dracula,Bram Stoker,345,75,Tajik,tgk,14.0,8.333
Robinson Crusoe,Daniel Defoe,12623,98,Czech,ces,10.7,8.322
Book of Mormon,Joseph Smith; Mormon,17,126,Shona,sna,8.3,8.3
Oliver Twist,Charles Dickens,56586,83,Hungarian,hun,12.6,8.3
Ulysses,James Joyce,4300,83,Hungarian,hun,12.6,8.3
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Khmer,khm,16.6,8.3
United States Bill of Rights,,2,63,Khmer,khm,16.6,8.3
The Merchant of Venice,William Shakespeare,2243,68,Sinhala,sin,15.3,8.257
The Merchant of Venice,William Shakespeare,2243,68,Assamese,asm,15.3,8.257
David Copperfield,Charles Dickens,766,68,Sinhala,sin,15.3,8.257
David Copperfield,Charles Dickens,766,68,Assamese,asm,15.3,8.257
A Tale of Two Cities,Charles Dickens,98,65,Zhuang,zha,16.0,8.254
A Tale of Two Cities,Charles Dickens,98,65,Turkmen,tuk,16.0,8.254
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Lingala,lin,20.0,8.254
The Last of the Mohicans,James Fenimore Cooper,940,52,Lingala,lin,20.0,8.254
Little Women,Louisa May Alcott,514,52,Lingala,lin,20.0,8.254
A Journey to the Centre of the Earth,Jules Verne,18857,64,Somali,som,16.2,8.229
Great Expectations,Charles Dickens,1400,69,Kanuri,kau,15.0,8.214
The Jungle Book,,236,69,Modern Greek,ell,15.0,8.214
The Jungle Book,,236,69,Kanuri,kau,15.0,8.214
Book of Mormon,Joseph Smith; Mormon,17,126,Xhosa,xho,8.2,8.2
The Picture of Dorian Gray,Oscar Wilde,4078,82,Hungarian,hun,12.6,8.2
Pride and Prejudice,Jane Austen,1342,99,Uyghur,uig,10.4,8.171
Treasure Island,Robert Louis Stevenson,120,85,Zulu,zul,12.1,8.163
Treasure Island,Robert Louis Stevenson,120,85,Kinyarwanda,kin,12.1,8.163
A Tale of Two Cities,Charles Dickens,98,65,Nepali,nep,15.8,8.151
A Journey to the Centre of the Earth,Jules Verne,18857,64,Zhuang,zha,16.0,8.127
A Journey to the Centre of the Earth,Jules Verne,18857,64,Turkmen,tuk,16.0,8.127
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Somali,som,16.2,8.1
United States Bill of Rights,,2,63,Somali,som,16.2,8.1
Treasure Island,Robert Louis Stevenson,120,85,Chewa,nya,12.0,8.095
The Merchant of Venice,William Shakespeare,2243,68,Kanuri,kau,15.0,8.095
David Copperfield,Charles Dickens,766,68,Modern Greek,ell,15.0,8.095
David Copperfield,Charles Dickens,766,68,Kanuri,kau,15.0,8.095
Pride and Prejudice,Jane Austen,1342,99,Afrikaans,afr,10.3,8.093
Robinson Crusoe,Daniel Defoe,12623,98,Uyghur,uig,10.4,8.089
The Great Gatsby,F. Scott Fitzgerald,64317,84,Zulu,zul,12.1,8.067
The Great Gatsby,F. Scott Fitzgerald,64317,84,Kinyarwanda,kin,12.1,8.067
A Study in Scarlet,Arthur Conan Doyle,244,61,Khmer,khm,16.6,8.037
Through the Looking-Glass,Lewis Carroll,12,61,Khmer,khm,16.6,8.037
A Journey to the Centre of the Earth,Jules Verne,18857,64,Nepali,nep,15.8,8.025
Robinson Crusoe,Daniel Defoe,12623,98,Afrikaans,afr,10.3,8.011
The Great Gatsby,F. Scott Fitzgerald,64317,84,Chewa,nya,12.0,8.0
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Zhuang,zha,16.0,8.0
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Turkmen,tuk,16.0,8.0
United States Bill of Rights,,2,63,Zhuang,zha,16.0,8.0
United States Bill of Rights,,2,63,Turkmen,tuk,16.0,8.0
Sense and Sensibility,Jane Austen,161,56,Malagasy,mlg,18.0,8.0
The Call of the Wild,Jack London,215,53,Serbo-Croatian,sh,19.0,7.992
Oliver Twist,Charles Dickens,56586,83,Zulu,zul,12.1,7.971
Oliver Twist,Charles Dickens,56586,83,Kinyarwanda,kin,12.1,7.971
Ulysses,James Joyce,4300,83,Zulu,zul,12.1,7.971
Ulysses,James Joyce,4300,83,Kinyarwanda,kin,12.1,7.971
A Tale of Two Cities,Charles Dickens,98,65,Swahili,swa,15.4,7.944
Oliver Twist,Charles Dickens,56586,83,Chewa,nya,12.0,7.905
