title,authors,gutenberg_id,sitelinks,missing_language,language_marc,speakers_millions,opportunity_score
The Jungle Book,,236,69,Kinyarwanda,kin,12.1,6.626
A Journey to the Centre of the Earth,Jules Verne,18857,64,Tsonga,tso,13.0,6.603
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Zhuang,zha,16.0,6.603
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Turkmen,tuk,16.0,6.603
The Last of the Mohicans,James Fenimore Cooper,940,52,Zhuang,zha,16.0,6.603
The Last of the Mohicans,James Fenimore Cooper,940,52,Turkmen,tuk,16.0,6.603
Little Women,Louisa May Alcott,514,52,Zhuang,zha,16.0,6.603
Little Women,Louisa May Alcott,514,52,Turkmen,tuk,16.0,6.603
Book of Mormon,Joseph Smith; Mormon,17,126,Gikuyu,kik,6.6,6.6
Great Expectations,Charles Dickens,1400,69,Chewa,nya,12.0,6.571
The Jungle Book,,236,69,Chewa,nya,12.0,6.571
Critique of Pure Reason,Immanuel Kant,4280,59,Tajik,tgk,14.0,6.556
Leviathan,Thomas Hobbes,3207,59,Tajik,tgk,14.0,6.556
A Journey to the Centre of the Earth,Jules Verne,18857,64,Kazakh,kaz,12.9,6.552
A Christmas Carol,Charles Dickens,46,75,Akan,aka,11.0,6.548
Dracula,Bram Stoker,345,75,Akan,aka,11.0,6.548
The Merchant of Venice,William Shakespeare,2243,68,Zulu,zul,12.1,6.53
The Merchant of Venice,William Shakespeare,2243,68,Kinyarwanda,kin,12.1,6.53
David Copperfield,Charles Dickens,766,68,Zulu,zul,12.1,6.53
David Copperfield,Charles Dickens,766,68,Kinyarwanda,kin,12.1,6.53
Pride and Prejudice,Jane Austen,1342,99,Shona,sna,8.3,6.521
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Nepali,nep,15.8,6.521
The Last of the Mohicans,James Fenimore Cooper,940,52,Nepali,nep,15.8,6.521
Little Women,Louisa May Alcott,514,52,Nepali,nep,15.8,6.521
The Adventures of Tom Sawyer,Mark Twain,74,76,Kirundi,run,10.8,6.514
A Tale of Two Cities,Charles Dickens,98,65,Hungarian,hun,12.6,6.5
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Tsonga,tso,13.0,6.5
United States Bill of Rights,,2,63,Tsonga,tso,13.0,6.5
The Call of the Wild,Jack London,215,53,Swahili,swa,15.4,6.478
Treasure Island,Robert Louis Stevenson,120,85,Haitian Creole,hat,9.6,6.476
The Merchant of Venice,William Shakespeare,2243,68,Chewa,nya,12.0,6.476
David Copperfield,Charles Dickens,766,68,Chewa,nya,12.0,6.476
Robinson Crusoe,Daniel Defoe,12623,98,Shona,sna,8.3,6.456
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Kazakh,kaz,12.9,6.45
United States Bill of Rights,,2,63,Kazakh,kaz,12.9,6.45
Pride and Prejudice,Jane Austen,1342,99,Xhosa,xho,8.2,6.443
The Call of the Wild,Jack London,215,53,Sinhala,sin,15.3,6.436
The Call of the Wild,Jack London,215,53,Assamese,asm,15.3,6.436
A Christmas Carol,Charles Dickens,46,75,Kirundi,run,10.8,6.429
Dracula,Bram Stoker,345,75,Kirundi,run,10.8,6.429
The Great Gatsby,F. Scott Fitzgerald,64317,84,Haitian Creole,hat,9.6,6.4
A Journey to the Centre of the Earth,Jules Verne,18857,64,Hungarian,hun,12.6,6.4
Robinson Crusoe,Daniel Defoe,12623,98,Xhosa,xho,8.2,6.378
Dracula,Bram Stoker,345,75,Czech,ces,10.7,6.369
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Swahili,swa,15.4,6.356
The Last of the Mohicans,James Fenimore Cooper,940,52,Swahili,swa,15.4,6.356
Little Women,Louisa May Alcott,514,52,Swahili,swa,15.4,6.356
Oliver Twist,Charles Dickens,56586,83,Haitian Creole,hat,9.6,6.324
Ulysses,James Joyce,4300,83,Haitian Creole,hat,9.6,6.324
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Sinhala,sin,15.3,6.314
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Assamese,asm,15.3,6.314
The Last of the Mohicans,James Fenimore Cooper,940,52,Sinhala,sin,15.3,6.314
The Last of the Mohicans,James Fenimore Cooper,940,52,Assamese,asm,15.3,6.314
Little Women,Louisa May Alcott,514,52,Sinhala,sin,15.3,6.314
Little Women,Louisa May Alcott,514,52,Assamese,asm,15.3,6.314
The Call of the Wild,Jack London,215,53,Modern Greek,ell,15.0,6.31
The Call of the Wild,Jack London,215,53,Kanuri,kau,15.0,6.31
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Hungarian,hun,12.6,6.3
United States Bill of Rights,,2,63,Hungarian,hun,12.6,6.3
A Study in Scarlet,Arthur Conan Doyle,244,61,Tsonga,tso,13.0,6.294
Through the Looking-Glass,Lewis Carroll,12,61,Tsonga,tso,13.0,6.294
The Adventures of Tom Sawyer,Mark Twain,74,76,Uyghur,uig,10.4,6.273
The Picture of Dorian Gray,Oscar Wilde,4078,82,Haitian Creole,hat,9.6,6.248
A Study in Scarlet,Arthur Conan Doyle,244,61,Kazakh,kaz,12.9,6.245
Through the Looking-Glass,Lewis Carroll,12,61,Kazakh,kaz,12.9,6.245
A Tale of Two Cities,Charles Dickens,98,65,Zulu,zul,12.1,6.242
A Tale of Two Cities,Charles Dickens,98,65,Kinyarwanda,kin,12.1,6.242
Sense and Sensibility,Jane Austen,161,56,Tajik,tgk,14.0,6.222
Treasure Island,Robert Louis Stevenson,120,85,Swedish,swe,9.2,6.206
Book of Mormon,Joseph Smith; Mormon,17,126,Albanian,alb,6.2,6.2
A Christmas Carol,Charles Dickens,46,75,Uyghur,uig,10.4,6.19
Dracula,Bram Stoker,345,75,Uyghur,uig,10.4,6.19
A Tale of Two Cities,Charles Dickens,98,65,Chewa,nya,12.0,6.19
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Tsonga,tso,13.0,6.19
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Kanuri,kau,15.0,6.19
The Last of the Mohicans,James Fenimore Cooper,940,52,Modern Greek,ell,15.0,6.19
The Last of the Mohicans,James Fenimore Cooper,940,52,Kanuri,kau,15.0,6.19
Little Women,Louisa May Alcott,514,52,Modern Greek,ell,15.0,6.19
Little Women,Louisa May Alcott,514,52,Kanuri,kau,15.0,6.19
A Journey to the Centre of the Earth,Jules Verne,18857,64,Zulu,zul,12.1,6.146
A Journey to the Centre of the Earth,Jules Verne,18857,64,Kinyarwanda,kin,12.1,6.146
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Kazakh,kaz,12.9,6.143
A Christmas Carol,Charles Dickens,46,75,Afrikaans,afr,10.3,6.131
Dracula,Bram Stoker,345,75,Afrikaans,afr,10.3,6.131
Ulysses,James Joyce,4300,83,Hebrew,heb,9.3,6.126
A Study in Scarlet,Arthur Conan Doyle,244,61,Hungarian,hun,12.6,6.1
Through the Looking-Glass,Lewis Carroll,12,61,Hungarian,hun,12.6,6.1
A Journey to the Centre of the Earth,Jules Verne,18857,64,Chewa,nya,12.0,6.095
Critique of Pure Reason,Immanuel Kant,4280,59,Tsonga,tso,13.0,6.087
Leviathan,Thomas Hobbes,3207,59,Tsonga,tso,13.0,6.087
Treasure Island,Robert Louis Stevenson,120,85,Bulgarian,bul,9.0,6.071
Oliver Twist,Charles Dickens,56586,83,Swedish,swe,9.2,6.06
Ulysses,James Joyce,4300,83,Swedish,swe,9.2,6.06
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Zulu,zul,12.1,6.05
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Kinyarwanda,kin,12.1,6.05
United States Bill of Rights,,2,63,Zulu,zul,12.1,6.05
United States Bill of Rights,,2,63,Kinyarwanda,kin,12.1,6.05
Critique of Pure Reason,Immanuel Kant,4280,59,Kazakh,kaz,12.9,6.04
Leviathan,Thomas Hobbes,3207,59,Kazakh,kaz,12.9,6.04
Great Expectations,Charles Dickens,1400,69,Akan,aka,11.0,6.024
The Jungle Book,,236,69,Akan,aka,11.0,6.024
Treasure Island,Robert Louis Stevenson,120,85,Quechua,que,8.9,6.004
Book of Mormon,Joseph Smith; Mormon,17,126,Danish,dan,6.0,6.0
Book of Mormon,Joseph Smith; Mormon,17,126,Slovak,slk,6.0,6.0
Book of Mormon,Joseph Smith; Mormon,17,126,Sesotho,sot,6.0,6.0
The Great Gatsby,F. Scott Fitzgerald,64317,84,Bulgarian,bul,9.0,6.0
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Chewa,nya,12.0,6.0
United States Bill of Rights,,2,63,Chewa,nya,12.0,6.0
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Hungarian,hun,12.6,6.0
The Picture of Dorian Gray,Oscar Wilde,4078,82,Swedish,swe,9.2,5.987
Pride and Prejudice,Jane Austen,1342,99,Belarusian,bel,7.6,5.971
The Merchant of Venice,William Shakespeare,2243,68,Akan,aka,11.0,5.937
David Copperfield,Charles Dickens,766,68,Akan,aka,11.0,5.937
The Great Gatsby,F. Scott Fitzgerald,64317,84,Quechua,que,8.9,5.933
Oliver Twist,Charles Dickens,56586,83,Bulgarian,bul,9.0,5.929
Ulysses,James Joyce,4300,83,Bulgarian,bul,9.0,5.929
Great Expectations,Charles Dickens,1400,69,Kirundi,run,10.8,5.914
The Jungle Book,,236,69,Kirundi,run,10.8,5.914
Robinson Crusoe,Daniel Defoe,12623,98,Belarusian,bel,7.6,5.911
Critique of Pure Reason,Immanuel Kant,4280,59,Hungarian,hun,12.6,5.9
Leviathan,Thomas Hobbes,3207,59,Hungarian,hun,12.6,5.9
Pride and Prejudice,Jane Austen,1342,99,Tigrinya,tir,7.5,5.893
The Call of the Wild,Jack London,215,53,Tajik,tgk,14.0,5.889
Oliver Twist,Charles Dickens,56586,83,Quechua,que,8.9,5.863
Ulysses,James Joyce,4300,83,Quechua,que,8.9,5.863
The Jungle Book,,236,69,Czech,ces,10.7,5.86
A Study in Scarlet,Arthur Conan Doyle,244,61,Zulu,zul,12.1,5.858
A Study in Scarlet,Arthur Conan Doyle,244,61,Kinyarwanda,kin,12.1,5.858
Through the Looking-Glass,Lewis Carroll,12,61,Zulu,zul,12.1,5.858
Through the Looking-Glass,Lewis Carroll,12,61,Kinyarwanda,kin,12.1,5.858
The Picture of Dorian Gray,Oscar Wilde,4078,82,Bulgarian,bul,9.0,5.857
Robinson Crusoe,Daniel Defoe,12623,98,Tigrinya,tir,7.5,5.833
The Merchant of Venice,William Shakespeare,2243,68,Kirundi,run,10.8,5.829
David Copperfield,Charles Dickens,766,68,Kirundi,run,10.8,5.829
A Study in Scarlet,Arthur Conan Doyle,244,61,Chewa,nya,12.0,5.81
Through the Looking-Glass,Lewis Carroll,12,61,Chewa,nya,12.0,5.81
The Picture of Dorian Gray,Oscar Wilde,4078,82,Quechua,que,8.9,5.792
The Adventures of Tom Sawyer,Mark Twain,74,76,Haitian Creole,hat,9.6,5.79
Sense and Sensibility,Jane Austen,161,56,Tsonga,tso,13.0,5.778
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Tajik,tgk,14.0,5.778
The Last of the Mohicans,James Fenimore Cooper,940,52,Tajik,tgk,14.0,5.778
Little Women,Louisa May Alcott,514,52,Tajik,tgk,14.0,5.778
The Merchant of Venice,William Shakespeare,2243,68,Czech,ces,10.7,5.775
David Copperfield,Charles Dickens,766,68,Czech,ces,10.7,5.775
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Zulu,zul,12.1,5.762
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Kinyarwanda,kin,12.1,5.762
Sense and Sensibility,Jane Austen,161,56,Kazakh,kaz,12.9,5.733
A Christmas Carol,Charles Dickens,46,75,Haitian Creole,hat,9.6,5.714
Dracula,Bram Stoker,345,75,Haitian Creole,hat,9.6,5.714
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Chewa,nya,12.0,5.714
Great Expectations,Charles Dickens,1400,69,Uyghur,uig,10.4,5.695
The Jungle Book,,236,69,Uyghur,uig,10.4,5.695
A Tale of Two Cities,Charles Dickens,98,65,Akan,aka,11.0,5.675
Critique of Pure Reason,Immanuel Kant,4280,59,Zulu,zul,12.1,5.666
Critique of Pure Reason,Immanuel Kant,4280,59,Kinyarwanda,kin,12.1,5.666
Leviathan,Thomas Hobbes,3207,59,Zulu,zul,12.1,5.666
Leviathan,Thomas Hobbes,3207,59,Kinyarwanda,kin,12.1,5.666
Great Expectations,Charles Dickens,1400,69,Afrikaans,afr,10.3,5.64
The Jungle Book,,236,69,Afrikaans,afr,10.3,5.64
Critique of Pure Reason,Immanuel Kant,4280,59,Chewa,nya,12.0,5.619
Leviathan,Thomas Hobbes,3207,59,Chewa,nya,12.0,5.619
The Merchant of Venice,William Shakespeare,2243,68,Uyghur,uig,10.4,5.613
David Copperfield,Charles Dickens,766,68,Uyghur,uig,10.4,5.613
Treasure Island,Robert Louis Stevenson,120,85,Shona,sna,8.3,5.599
A Journey to the Centre of the Earth,Jules Verne,18857,64,Akan,aka,11.0,5.587
A Tale of Two Cities,Charles Dickens,98,65,Kirundi,run,10.8,5.571
David Copperfield,Charles Dickens,766,68,Afrikaans,afr,10.3,5.559
The Adventures of Tom Sawyer,Mark Twain,74,76,Swedish,swe,9.2,5.549
A Christmas Carol,Charles Dickens,46,75,Hebrew,heb,9.3,5.536
Dracula,Bram Stoker,345,75,Hebrew,heb,9.3,5.536
The Great Gatsby,F. Scott Fitzgerald,64317,84,Shona,sna,8.3,5.533
Treasure Island,Robert Louis Stevenson,120,85,Xhosa,xho,8.2,5.532
A Tale of Two Cities,Charles Dickens,98,65,Czech,ces,10.7,5.52
Pride and Prejudice,Jane Austen,1342,99,Croatian,hrv,7.0,5.5
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Akan,aka,11.0,5.5
United States Bill of Rights,,2,63,Akan,aka,11.0,5.5
A Journey to the Centre of the Earth,Jules Verne,18857,64,Kirundi,run,10.8,5.486
A Christmas Carol,Charles Dickens,46,75,Swedish,swe,9.2,5.476
Dracula,Bram Stoker,345,75,Swedish,swe,9.2,5.476
The Call of the Wild,Jack London,215,53,Tsonga,tso,13.0,5.468
The Great Gatsby,F. Scott Fitzgerald,64317,84,Xhosa,xho,8.2,5.467
Oliver Twist,Charles Dickens,56586,83,Shona,sna,8.3,5.467
Ulysses,James Joyce,4300,83,Shona,sna,8.3,5.467
Robinson Crusoe,Daniel Defoe,12623,98,Croatian,hrv,7.0,5.444
A Journey to the Centre of the Earth,Jules Verne,18857,64,Czech,ces,10.7,5.435
The Adventures of Tom Sawyer,Mark Twain,74,76,Bulgarian,bul,9.0,5.429
The Call of the Wild,Jack London,215,53,Kazakh,kaz,12.9,5.426
Pride and Prejudice,Jane Austen,1342,99,Kashmiri,kas,6.9,5.421
Oliver Twist,Charles Dickens,56586,83,Xhosa,xho,8.2,5.402
Ulysses,James Joyce,4300,83,Xhosa,xho,8.2,5.402
The Picture of Dorian Gray,Oscar Wilde,4078,82,Shona,sna,8.3,5.402
Book of Mormon,Joseph Smith; Mormon,17,126,Finnish,fin,5.4,5.4
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Kirundi,run,10.8,5.4
United States Bill of Rights,,2,63,Kirundi,run,10.8,5.4
Sense and Sensibility,Jane Austen,161,56,Zulu,zul,12.1,5.378
Sense and Sensibility,Jane Austen,161,56,Kinyarwanda,kin,12.1,5.378
The Adventures of Tom Sawyer,Mark Twain,74,76,Quechua,que,8.9,5.368
Robinson Crusoe,Daniel Defoe,12623,98,Kashmiri,kas,6.9,5.367
A Tale of Two Cities,Charles Dickens,98,65,Uyghur,uig,10.4,5.365
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Tsonga,tso,13.0,5.365
The Last of the Mohicans,James Fenimore Cooper,940,52,Tsonga,tso,13.0,5.365
Little Women,Louisa May Alcott,514,52,Tsonga,tso,13.0,5.365
A Christmas Carol,Charles Dickens,46,75,Bulgarian,bul,9.0,5.357
Dracula,Bram Stoker,345,75,Bulgarian,bul,9.0,5.357
United States Bill of Rights,,2,63,Czech,ces,10.7,5.35
The Picture of Dorian Gray,Oscar Wilde,4078,82,Xhosa,xho,8.2,5.337
Sense and Sensibility,Jane Austen,161,56,Chewa,nya,12.0,5.333
A Study in Scarlet,Arthur Conan Doyle,244,61,Akan,aka,11.0,5.325
Through the Looking-Glass,Lewis Carroll,12,61,Akan,aka,11.0,5.325
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Kazakh,kaz,12.9,5.324
The Last of the Mohicans,James Fenimore Cooper,940,52,Kazakh,kaz,12.9,5.324
Little Women,Louisa May Alcott,514,52,Kazakh,kaz,12.9,5.324
A Tale of Two Cities,Charles Dickens,98,65,Afrikaans,afr,10.3,5.313
The Call of the Wild,Jack London,215,53,Hungarian,hun,12.6,5.3
A Christmas Carol,Charles Dickens,46,75,Quechua,que,8.9,5.298
Dracula,Bram Stoker,345,75,Quechua,que,8.9,5.298
A Journey to the Centre of the Earth,Jules Verne,18857,64,Uyghur,uig,10.4,5.283
Pride and Prejudice,Jane Austen,1342,99,Armenian,arm,6.7,5.264
Great Expectations,Charles Dickens,1400,69,Haitian Creole,hat,9.6,5.257
The Jungle Book,,236,69,Haitian Creole,hat,9.6,5.257
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Akan,aka,11.0,5.238
A Journey to the Centre of the Earth,Jules Verne,18857,64,Afrikaans,afr,10.3,5.232
A Study in Scarlet,Arthur Conan Doyle,244,61,Kirundi,run,10.8,5.229
Through the Looking-Glass,Lewis Carroll,12,61,Kirundi,run,10.8,5.229
Book of Mormon,Joseph Smith; Mormon,17,126,Lao,lao,5.2,5.2
Book of Mormon,Joseph Smith; Mormon,17,126,Norwegian,nor,5.2,5.2
Book of Mormon,Joseph Smith; Mormon,17,126,Mongolian,mon,5.2,5.2
Book of Mormon,Joseph Smith; Mormon,17,126,Tatar,tat,5.2,5.2
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Uyghur,uig,10.4,5.2
United States Bill of Rights,,2,63,Uyghur,uig,10.4,5.2
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Hungarian,hun,12.6,5.2
The Last of the Mohicans,James Fenimore Cooper,940,52,Hungarian,hun,12.6,5.2
Little Women,Louisa May Alcott,514,52,Hungarian,hun,12.6,5.2
Pride and Prejudice,Jane Austen,1342,99,Gikuyu,kik,6.6,5.186
The Merchant of Venice,William Shakespeare,2243,68,Haitian Creole,hat,9.6,5.181
David Copperfield,Charles Dickens,766,68,Haitian Creole,hat,9.6,5.181
A Study in Scarlet,Arthur Conan Doyle,244,61,Czech,ces,10.7,5.18
Through the Looking-Glass,Lewis Carroll,12,61,Czech,ces,10.7,5.18
Critique of Pure Reason,Immanuel Kant,4280,59,Akan,aka,11.0,5.151
Leviathan,Thomas Hobbes,3207,59,Akan,aka,11.0,5.151
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Afrikaans,afr,10.3,5.15
United States Bill of Rights,,2,63,Afrikaans,afr,10.3,5.15
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Kirundi,run,10.8,5.143
Robinson Crusoe,Daniel Defoe,12623,98,Gikuyu,kik,6.6,5.133
Treasure Island,Robert Louis Stevenson,120,85,Belarusian,bel,7.6,5.127
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Czech,ces,10.7,5.095
The Jungle Book,,236,69,Hebrew,heb,9.3,5.093
The Call of the Wild,Jack London,215,53,Zulu,zul,12.1,5.09
The Call of the Wild,Jack London,215,53,Kinyarwanda,kin,12.1,5.09
The Great Gatsby,F. Scott Fitzgerald,64317,84,Belarusian,bel,7.6,5.067
Treasure Island,Robert Louis Stevenson,120,85,Tigrinya,tir,7.5,5.06
Critique of Pure Reason,Immanuel Kant,4280,59,Kirundi,run,10.8,5.057
Leviathan,Thomas Hobbes,3207,59,Kirundi,run,10.8,5.057
The Call of the Wild,Jack London,215,53,Chewa,nya,12.0,5.048
Great Expectations,Charles Dickens,1400,69,Swedish,swe,9.2,5.038
The Jungle Book,,236,69,Swedish,swe,9.2,5.038
A Study in Scarlet,Arthur Conan Doyle,244,61,Uyghur,uig,10.4,5.035
Through the Looking-Glass,Lewis Carroll,12,61,Uyghur,uig,10.4,5.035
Critique of Pure Reason,Immanuel Kant,4280,59,Czech,ces,10.7,5.01
Leviathan,Thomas Hobbes,3207,59,Czech,ces,10.7,5.01
Oliver Twist,Charles Dickens,56586,83,Belarusian,bel,7.6,5.006
Ulysses,James Joyce,4300,83,Belarusian,bel,7.6,5.006
The Adventures of Tom Sawyer,Mark Twain,74,76,Shona,sna,8.3,5.006
Book of Mormon,Joseph Smith; Mormon,17,126,Kongo,kon,5.0,5.0
The Great Gatsby,F. Scott Fitzgerald,64317,84,Tigrinya,tir,7.5,5.0
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Zulu,zul,12.1,4.994
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Kinyarwanda,kin,12.1,4.994
The Last of the Mohicans,James Fenimore Cooper,940,52,Zulu,zul,12.1,4.994
The Last of the Mohicans,James Fenimore Cooper,940,52,Kinyarwanda,kin,12.1,4.994
Little Women,Louisa May Alcott,514,52,Zulu,zul,12.1,4.994
Little Women,Louisa May Alcott,514,52,Kinyarwanda,kin,12.1,4.994
A Study in Scarlet,Arthur Conan Doyle,244,61,Afrikaans,afr,10.3,4.987
Through the Looking-Glass,Lewis Carroll,12,61,Afrikaans,afr,10.3,4.987
A Tale of Two Cities,Charles Dickens,98,65,Haitian Creole,hat,9.6,4.952
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Uyghur,uig,10.4,4.952
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Chewa,nya,12.0,4.952
The Last of the Mohicans,James Fenimore Cooper,940,52,Chewa,nya,12.0,4.952
Little Women,Louisa May Alcott,514,52,Chewa,nya,12.0,4.952
The Picture of Dorian Gray,Oscar Wilde,4078,82,Belarusian,bel,7.6,4.946
The Adventures of Tom Sawyer,Mark Twain,74,76,Xhosa,xho,8.2,4.946
Oliver Twist,Charles Dickens,56586,83,Tigrinya,tir,7.5,4.94
Ulysses,James Joyce,4300,83,Tigrinya,tir,7.5,4.94
A Christmas Carol,Charles Dickens,46,75,Shona,sna,8.3,4.94
Dracula,Bram Stoker,345,75,Shona,sna,8.3,4.94
Great Expectations,Charles Dickens,1400,69,Bulgarian,bul,9.0,4.929
The Jungle Book,,236,69,Bulgarian,bul,9.0,4.929
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Afrikaans,afr,10.3,4.905
Book of Mormon,Joseph Smith; Mormon,17,126,Catalan,cat,4.9,4.9
Sense and Sensibility,Jane Austen,161,56,Akan,aka,11.0,4.889
The Picture of Dorian Gray,Oscar Wilde,4078,82,Tigrinya,tir,7.5,4.881
A Christmas Carol,Charles Dickens,46,75,Xhosa,xho,8.2,4.881
Dracula,Bram Stoker,345,75,Xhosa,xho,8.2,4.881
A Journey to the Centre of the Earth,Jules Verne,18857,64,Haitian Creole,hat,9.6,4.876
Great Expectations,Charles Dickens,1400,69,Quechua,que,8.9,4.874
The Jungle Book,,236,69,Quechua,que,8.9,4.874
Pride and Prejudice,Jane Austen,1342,99,Albanian,alb,6.2,4.871
Critique of Pure Reason,Immanuel Kant,4280,59,Uyghur,uig,10.4,4.87
Leviathan,Thomas Hobbes,3207,59,Uyghur,uig,10.4,4.87
The Merchant of Venice,William Shakespeare,2243,68,Bulgarian,bul,9.0,4.857
David Copperfield,Charles Dickens,766,68,Bulgarian,bul,9.0,4.857
Critique of Pure Reason,Immanuel Kant,4280,59,Afrikaans,afr,10.3,4.823
Leviathan,Thomas Hobbes,3207,59,Afrikaans,afr,10.3,4.823
Robinson Crusoe,Daniel Defoe,12623,98,Albanian,alb,6.2,4.822
The Merchant of Venice,William Shakespeare,2243,68,Quechua,que,8.9,4.803
David Copperfield,Charles Dickens,766,68,Quechua,que,8.9,4.803
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Haitian Creole,hat,9.6,4.8
United States Bill of Rights,,2,63,Haitian Creole,hat,9.6,4.8
Sense and Sensibility,Jane Austen,161,56,Kirundi,run,10.8,4.8
Sense and Sensibility,Jane Austen,161,56,Czech,ces,10.7,4.756
A Journey to the Centre of the Earth,Jules Verne,18857,64,Hebrew,heb,9.3,4.724
Treasure Island,Robert Louis Stevenson,120,85,Croatian,hrv,7.0,4.722
Pride and Prejudice,Jane Austen,1342,99,Danish,dan,6.0,4.714
Pride and Prejudice,Jane Austen,1342,99,Slovak,slk,6.0,4.714
Pride and Prejudice,Jane Austen,1342,99,Sesotho,sot,6.0,4.714
A Journey to the Centre of the Earth,Jules Verne,18857,64,Swedish,swe,9.2,4.673
Robinson Crusoe,Daniel Defoe,12623,98,Danish,dan,6.0,4.667
Robinson Crusoe,Daniel Defoe,12623,98,Slovak,slk,6.0,4.667
Robinson Crusoe,Daniel Defoe,12623,98,Sesotho,sot,6.0,4.667
The Great Gatsby,F. Scott Fitzgerald,64317,84,Croatian,hrv,7.0,4.667
Treasure Island,Robert Louis Stevenson,120,85,Kashmiri,kas,6.9,4.655
United States Bill of Rights,,2,63,Hebrew,heb,9.3,4.65
A Study in Scarlet,Arthur Conan Doyle,244,61,Haitian Creole,hat,9.6,4.648
Through the Looking-Glass,Lewis Carroll,12,61,Haitian Creole,hat,9.6,4.648
A Tale of Two Cities,Charles Dickens,98,65,Bulgarian,bul,9.0,4.643
The Call of the Wild,Jack London,215,53,Akan,aka,11.0,4.627
Sense and Sensibility,Jane Austen,161,56,Uyghur,uig,10.4,4.622
Ulysses,James Joyce,4300,83,Croatian,hrv,7.0,4.611
Book of Mormon,Joseph Smith; Mormon,17,126,Sango,sag,4.6,4.6
Book of Mormon,Joseph Smith; Mormon,17,126,Kyrgyz,kir,4.6,4.6
The Great Gatsby,F. Scott Fitzgerald,64317,84,Kashmiri,kas,6.9,4.6
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Swedish,swe,9.2,4.6
United States Bill of Rights,,2,63,Swedish,swe,9.2,4.6
A Tale of Two Cities,Charles Dickens,98,65,Quechua,que,8.9,4.591
The Adventures of Tom Sawyer,Mark Twain,74,76,Belarusian,bel,7.6,4.584
Sense and Sensibility,Jane Austen,161,56,Afrikaans,afr,10.3,4.578
A Journey to the Centre of the Earth,Jules Verne,18857,64,Bulgarian,bul,9.0,4.571
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Haitian Creole,hat,9.6,4.571
The Picture of Dorian Gray,Oscar Wilde,4078,82,Croatian,hrv,7.0,4.556
Oliver Twist,Charles Dickens,56586,83,Kashmiri,kas,6.9,4.545
Ulysses,James Joyce,4300,83,Kashmiri,kas,6.9,4.545
Great Expectations,Charles Dickens,1400,69,Shona,sna,8.3,4.545
The Jungle Book,,236,69,Shona,sna,8.3,4.545
The Call of the Wild,Jack London,215,53,Kirundi,run,10.8,4.543
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Akan,aka,11.0,4.54
The Last of the Mohicans,James Fenimore Cooper,940,52,Akan,aka,11.0,4.54
Little Women,Louisa May Alcott,514,52,Akan,aka,11.0,4.54
The Adventures of Tom Sawyer,Mark Twain,74,76,Tigrinya,tir,7.5,4.524
A Christmas Carol,Charles Dickens,46,75,Belarusian,bel,7.6,4.524
Dracula,Bram Stoker,345,75,Belarusian,bel,7.6,4.524
